label,text_original,text_processed
ham,All e best 4 ur exam later.,best ur exam later
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head doesnt hurt much plough way pile iron stay chinki tonight come round like
ham,Oh k.i think most of wi and nz players unsold.,oh ki think wi nz player unsold
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go month den got effect geelat go aust put bk weight
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",wonder got onlin love gone net cafe get phone recharg friend net think boytoy
ham,"Haha just kidding, papa needs drugs",haha kid papa need drug
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld ya wana go lesson haha go one whole stretch
ham,Oh ok..,oh ok
ham,R we still meeting 4 dinner tonight?,still meet dinner tonight
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,that cool gentleman treat digniti respect
ham,Shall i start from hear.,shall start hear
ham,Then we wait 4 u lor... No need 2 feel bad lar...,wait lor need feel bad lar
ham,No did you check? I got his detailed message now,check got detail messag
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decid peopl care stuff vote care stuff loser
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk second option sound beta ill go yan jiu den msg
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
ham,cool. We will have fun practicing making babies!,cool fun practic make babi
ham,Actually getting ready to leave the house.,actual get readi leav hous
ham,K..k..any special today?,kkani special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent import inform o2 user today lucki day find log onto httpwwwurawinnercom fantast surpris await
ham,Then we gotta do it after that,got ta
ham,"I've got ten bucks, jay is being noncomittal",ive got ten buck jay noncomitt
ham,Where at were hungry too,hungri
ham,Pls speak to that customer machan.,pl speak custom machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewher beneath pale moon light someon think dream come true goodnit amp sweet dream
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear uve invit xchat final attempt contact txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr
ham,So wats ur opinion abt him and how abt is character?,wat ur opinion abt abt charact
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snicker tell total fuck chord speak
ham,No..few hours before.went to hair cut .,nofew hour beforew hair cut
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder co dun rem see silver car thk saw black one
ham,Lmao. Take a pic and send it to me.,lmao take pic send
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak feel word better silenc gud mrng
ham,No. She's currently in scotland for that.,she current scotland
ham,Do you work all this week ?,work week
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratul ur award either 500 cd gift voucher free entri 100 weekli draw txt music 87066 tnc wwwldewcom win150ppmx3age16
ham,Lol great now im getting hungry.,lol great im get hungri
ham,Yes.. now only saw your message..,ye saw messag
ham,I'll be at mu in like  &lt;#&gt;  seconds,ill mu like ltgt second
ham,Ok...,ok
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worriedx
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsen dartboard good condit doubl trebl
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,dont look back build coat dont want get sick hurri home wear coat gym
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",pain person thought alway tri keep everybodi happi time nobodi recognis alon
ham,Thanks for ve lovely wisheds. You rock,thank love wish rock
ham,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon
ham,I asked sen to come chennai and search for job.,ask sen come chennai search job
ham,Dad went out oredi... ,dad went oredi
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ju hope true missin co im realli missin havent done anyth feel guilti yet
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still earli mah juz go dinner lor aiya dunno
ham,"Arms fine, how's Cardiff and uni? ",arm fine how cardiff uni
ham,In fact when do you leave? I think addie goes back to school tues or wed,fact leav think addi goe back school tue wed
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",cool breez bright sun fresh flower twitter bird wait wish goodmorn amp nice day
ham,Ya:)going for restaurant..,yago restaur
ham,"Its ok., i just askd did u knw tht no?",ok askd knw tht
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entri textpod chanc win 40gb ipod 250 cash everi wk txt pod 84128 tsc wwwtextpodnet custcar 08712405020
ham,Those ducking chinchillas,duck chinchilla
ham,I am in a marriage function,marriag function
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,look like wil get headstart im leav bout 230ish desper compani could head earlierw goin meet rummer
ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,dont give fli monkey wot think certainli dont mind friend mine
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,regist optin subscrib ur draw 100 gift voucher enter receipt correct an 80062 what no1 bbc chart
ham,say thanks2. ,say thanks2
ham,Msg me when rajini comes.,msg rajini come
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,ya take ure practic lesson start june
ham,"That's good, because I need drugs",that good need drug
ham,Stupid.its not possible,stupidit possibl
ham,Can Ì_ all decide faster cos my sis going home liao..,decid faster co si go home liao
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help08714742804
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,sleep go take haha got spi wat onlin check repli mail lor
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,clair havin borin time alon wan na cum 2nite chat 09099725823 hope luv clair xx calls1minmoremobsemspobox45po139wa
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easi either win lose bt fightng some1 close dificult lose lose win still lose
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one rington get text cost pound offer tone etc
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriageprogram edha lyf nt yet ovr chikkuali vargu lyfu meow meowd
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelv aah speak tomo
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 urgent mobil 07xxxxxxxxx 2000 bonu caller prize 020603 2nd attempt reach call 09066362231 asap
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,ok good later come find lucki told go earlier later pple take finish
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,wat make thk ill fall actual thk im quit prone fall lucki dad home ask come fetch alreadi
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",07801543489 guarante latest nokia phone 40gb ipod mp3 player 500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt
ham,I wont touch you with out your permission.,wont touch permiss
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,hi luci hubbi meetin day fri alon hotel fanci cumin pl leav msg 2day 09099726395 luci calls1minmobsmorelkpobox177hp51fl
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear
ham,Take some small dose tablet for fever,take small dose tablet fever
ham,Oh. U must have taken your REAL Valentine out shopping first.,oh must taken real valentin shop first
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",sent email address incomm right
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",gon na blake night might abl get littl earli
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say doesnt start march end may tomorrow yesterday today
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nice waitshould text right im gon na pay ticket ya know
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,im watch lotr si di aft wan meet dinner nite
ham,Why you keeping me away like this,keep away like
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,think far find check googl map place dorm
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quit tire lor uni start today ok co im take modul ju concentr final yr project
ham,Have you always been saying welp?,alway say welp
ham,"I'm a guy, browsin is compulsory",im guy browsin compulsori
ham,Ok...,ok
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,puriti friendship two smile read forward messageit smile see name gud evng musthu
ham,"Sorry, I'll call later",sorri ill call later
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add dont realli care cant least get dude fuck hey money want
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",hello lover goe new job happi think wake slave send teas kiss across sea
ham,I told your number to gautham..,told number gautham
ham,Tell them no need to investigate about me anywhere.,tell need investig anywher
ham,Ok i juz receive..,ok juz receiv
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believ said mani thing morn realli want say good morn love beauti morn see librari later
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credit 500 free text messag activ txt word credit 80488 tc www80488biz
ham,In the end she might still vomit but its okay. Not everything will come out.,end might still vomit okay everyth come
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,moneya youmoney aint thinghow sha
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everyth weather keep extra warm cold noth seriou pl lot vitamin
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,hey gal anyon go drive centr tmr
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,im alway yahoo messeng send messag ill get may send mobil mode sha ill get repli
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,im put readi lttimegt
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",time smile two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sm ac jsco energi high may know 2channel 2day ur leadership skill strong psychic repli an wquestion end repli end jsco
ham,Host-based IDPS for linux systems.,hostbas idp linux system
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
ham,Don no da:)whats you plan?,dawhat plan
ham,Ill be there on  &lt;#&gt;  ok.,ill ltgt ok
ham,Oh my God. I'm almost home,oh god im almost home
ham,Total video converter free download type this in google search:),total video convert free download type googl search
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thank vote sing along star karaok mobil free link repli sing
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da
ham,Sounds like something that someone testing me would sayy,sound like someth someon test would sayi
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,love someon dont make love much love much dont want love anyon except gud nit
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",petei phone still jenni colleg leannewhat
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oop sorri check dont mind pick tomo half eight station would ok
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",hey sweet wonder moment might come want send file someon wont go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
ham,Hows the champ just leaving glasgow!,how champ leav glasgow
ham,K:)all the best:)congrats...,kall bestcongrat
ham,I wonder if you'll get this text?,wonder youll get text
ham,I need to come home and give you some good lovin...,need come home give good lovin
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
ham,Shall i ask one thing if you dont mistake me.,shall ask one thing dont mistak
ham,Check wid corect speling i.e. Sarcasm,check wid corect spele ie sarcasm
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",urgent mobil award 2000 bonu caller prize 10803 2nd attempt contact call 08714719523 box95qu bt nation rate
ham,Are you angry with me. What happen dear,angri happen dear
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,thk dun haf hint forum alreadi lor co told ron darren go tell shuhui
ham,Yup ok thanx...,yup ok thanx
ham,Hi:)cts employee how are you?,hict employe
ham,Pls pls find out from aunt nike.,pl pl find aunt nike
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow love sooo much know bare stand wonder day goe well love think miss
ham,No screaming means shouting..,scream mean shout
ham,Hey what happen de. Are you alright.,hey happen de alright
ham,Should I have picked up a receipt or something earlier,pick receipt someth earlier
ham,I think chennai well settled?,think chennai well settl
ham,Oh dang! I didn't mean o send that to you! Lol!,oh dang didnt mean send lol
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,unfortun ive found pick sister airport even dont think ill go tri go one th
ham,Horrible bf... I now v hungry...,horribl bf hungri
ham,Remember on that day..,rememb day
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422land roww1jhl 16
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,how feel mr real valentin yo valentin even tho hardli play
ham,All sounds good. Fingers . Makes it difficult to type,sound good finger make difficult type
ham,Midnight at the earliest,midnight earliest
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,your sure im tri make xavier smoke dont want smoke told smoke much
ham,K come to nordstrom when you're done,come nordstrom your done
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream
ham,Now press conference da:),press confer da
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orang month free access game news sport plu 10 free text 20 photo messag repli ye term appli wwworangecoukow
ham,After completed degree. There is no use in joining finance.,complet degre use join financ
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",good afternoon love job prospect miss lazi bleak hmmm happi fill love
ham,Shant disturb u anymore... Jia you...,shant disturb anymor jia
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer need buy earli co buy got ta park car
ham,"Me, i dont know again oh",dont know oh
ham,Dude sux for snake. He got old and raiden got buff,dude sux snake got old raiden got buff
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get ass back south tampa prefer kegger
ham,In e msg jus now. U said thanks for gift.,msg ju said thank gift
ham,Ok how you dear. Did you call chechi,ok dear call chechi
ham,Yeah we do totes. When u wanna?,yeah tote wan na
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ok found di pierr cardin one look normal cost 20 sale
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm bodi learn use want know
ham,Wat r u doing?,wat
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,messag truro hospit ext phone phone side
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",singl line big mean miss anyth ur best life
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",got ga money chanc gang want go grand natur adventur
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,dnt worryus ice piec cloth packalso take tablet
ham,Dude just saw a parked car with its sunroof popped up. Sux,dude saw park car sunroof pop sux
ham,Get ready to put on your excellent sub face :),get readi put excel sub face
ham,Tmrw. Im finishing 9 doors,tmrw im finish door
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ltgt saw day ago guy want sell wifi ltgt 3g ltgt that blank
ham,I am late. I will be there at,late
ham,"whatever, im pretty pissed off.",whatev im pretti piss
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
ham,I dont have that much image in class.,dont much imag class
ham,No:-)i got rumour that you going to buy apartment in chennai:-),noi got rumour go buy apart chennai
ham,Near kalainar tv office.thenampet,near kalainar tv officethenampet
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ur cashbal current 500 pound maxim ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422land roww1j6hl
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sm auction brand new nokia 7250 auction today auction free join take part txt nokia 86021 hgsuite3422land roww1j6hl
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,si catch show afternoon im watch wan watch today tmr lor
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",sound gd haha wah yan jiu fast liao
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nosi guess idk react im freak
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",rememb hurt day satan impost mene pay priceso itmay destini keep go said pray get mind get
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,make girl happi difficult make girl happi need friend companion lover chef ltgt good listen ltgt organ ltgt good boyfriend ltgt clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intellig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniy pudunga venaam
ham,"Why is that, princess? I bet the brothas are all chasing you!",princess bet brotha chase
ham,"I shall book chez jules for half eight, if that's ok with you?",shall book chez jule half eight that ok
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room someth
ham,"Yep, at derek's house now, see you Sunday &lt;3",yep derek hous see sunday lt3
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",cool let know kick around ltgt ill day
ham,"Sorry, I'll call later",sorri ill call later
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wonder would okay call uncl john let know thing nigeria ltgt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,charg transfer charg withdraw anyhow like
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",dont search love let love find that call fall love bcoz dont forc fall know smeon hold bslvyl
ham,At 4. Let's go to bill millers,let go bill miller
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul fire spark flame big rawr flame xoxo
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",somewhr someon sure made god decid perfect time make meet dat person till den enjoy ur crush
ham,That's my honeymoon outfit. :),that honeymoon outfit
ham,Will it help if we propose going back again tomorrow,help propos go back tomorrow
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,privat 2003 account statement show 800 unredeem point call 08719899230 identifi code 41685 expir 071104
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good day give happi bad day give experi essenti life god bless good morn
ham,Pls confirm the time to collect the cheque.,pl confirm time collect chequ
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,regist subscrib yr draw 100 gift voucher enter receipt correct an next olymp txt an 80062
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm
ham,Daddy will take good care of you :),daddi take good care
ham,"Yeah probably, I still gotta check out with leo",yeah probabl still got ta check leo
ham,K.then any other special?,kthen special
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,carlo take sweet time usual let know patti donew smoke ill tell haul ass
ham,Ok pa. Nothing problem:-),ok pa noth problem
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,heard job im go wildlif talk tonight want2com that2worzel wizzl whatev
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",god pick flower dippeditinadew lovingli touch itwhichturnedinto gift tomeandsaidthi friend 4u
ham,When you came to hostel.,came hostel
ham,Ok no prob... I'll come after lunch then...,ok prob ill come lunch
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ju tell dat ill leav shanghai 21st instead well haf time meet cya
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,freez home yet rememb kiss mom morn love think miss yet
ham,You all ready for * big day tomorrow?,readi big day tomorrow
ham,I'll probably be around mu a lot,ill probabl around mu lot
ham,645,645
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeem wwwringtonekingcouk enjoy
ham,Thnx dude. u guys out 2nite?,thnx dude guy 2nite
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,sef dey laugh meanwhil how darl anji
ham,Mm i had my food da from out,mm food da
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",make sens btw carlo difficult guy gon na smoke go pick second batch get ga
ham,Did u download the fring app?,download fring app
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,oz guy kinda flaki one friend interest pick ltgt worth tonight possibl
ham,Friends that u can stay on fb chat with,friend stay fb chat
